Kodas,EAN,Likutis
5902711,5901691958272,brak
5902712,5901691958289,średnia ilość
5908154,5901691958982,mała ilość
5908155,5901691958999,mała ilość
5908769,5901691958791,brak
5908770,5901691958807,mała ilość
5908766,5901691958814,mała ilość
5908767,5901691958821,brak
5908768,5901691958838,brak
5912770,5901691959873,brak
5912771,5901691959880,brak
5912772,5901691959897,mała ilość
5912773,5901691959903,brak
779796,,mała ilość
775674,,mała ilość
776145,,mała ilość
776398,,mała ilość
776146,,brak
776150,,brak
5905778,,mała ilość
776562,,brak
776563,,brak
778099,,brak
778095,5907644000029,duża ilość
779711,5907644000036,duża ilość
5902683,5907644000043,średnia ilość
21504,5907644000050,duża ilość
780220,5907644000111,duża ilość
780256,5907644000142,duża ilość
783045,5907644000159,duża ilość
790025,5907644000302,duża ilość
783369,5907644000319,duża ilość
778301,5907644000333,duża ilość
779920,5907644000340,duża ilość
778310,5907644000432,duża ilość
778303,5907644000555,duża ilość
784166,5907644000562,duża ilość
783044,5907644000654,duża ilość
786073,5907644000692,duża ilość
782688,5907644000715,duża ilość
782689,5907644000722,średnia ilość
791109,5907644000739,duża ilość
791110,5907644000746,duża ilość
5902923,5907644000821,duża ilość
791111,5907644000838,duża ilość
779947,5907644000869,duża ilość
781113,5907644001002,duża ilość
781114,5907644001019,duża ilość
781435,5907644001026,duża ilość
5908159,5907644001033,duża ilość
5902928,5907644001040,duża ilość
787372,5907644001057,brak
5902724,5907644001071,duża ilość
782872,5907644001149,mała ilość
782873,5907644001156,duża ilość
5904745,5907644001200,duża ilość
5904746,5907644001217,duża ilość
5907675,5907644001446,duża ilość
786374,5907644001576,duża ilość
789819,5907644001583,duża ilość
5902895,5907644001606,duża ilość
783165,5907644001620,duża ilość
5906934,5907644001637,duża ilość
787882,5907644001644,duża ilość
787883,5907644001651,duża ilość
787884,5907644001668,duża ilość
789291,5907644001675,duża ilość
5903457,5907644001682,duża ilość
5908160,5907644001699,duża ilość
5904044,5907644002016,duża ilość
5904045,5907644002030,brak
5904046,5907644002047,brak
5908073,5907644002061,średnia ilość
18846,5907644002337,duża ilość
17138,5907644002344,duża ilość
17099,5907644002351,duża ilość
18389,5907644002368,duża ilość
13498,5907644002481,duża ilość
25400,5907644002498,duża ilość
5907263,5907644002504,duża ilość
10725,5907644002542,duża ilość
786735,5907644002580,duża ilość
9657,5907644002634,duża ilość
779600,5907644002641,duża ilość
779601,5907644002658,duża ilość
764250,5907644003068,duża ilość
764251,5907644003075,duża ilość
764252,5907644003082,duża ilość
780085,5907644003389,duża ilość
763119,5907644003440,duża ilość
765723,5907644003464,duża ilość
766240,5907644003549,duża ilość
765856,5907644003556,duża ilość
773847,5907644003563,duża ilość
765858,5907644003570,duża ilość
773848,5907644003587,duża ilość
767731,5907644003624,duża ilość
767732,5907644003631,duża ilość
777131,5907644003662,duża ilość
768802,5907644003761,mała ilość
770701,5907644003938,duża ilość
770702,5907644003945,duża ilość
770704,5907644003952,duża ilość
781436,5907644003990,duża ilość
772532,5907644004102,duża ilość
774732,5907644004133,brak
774735,5907644004164,duża ilość
774736,5907644004171,duża ilość
774737,5907644004188,duża ilość
777631,5907644004249,średnia ilość
777132,5907644004294,duża ilość
778606,5907644004300,mała ilość
779454,5907644004324,duża ilość
779455,5907644004478,średnia ilość
780926,5907644004492,duża ilość
780927,5907644004508,duża ilość
779713,5907644004515,mała ilość
780928,5907644004522,brak
780931,5907644004560,średnia ilość
778106,5907644004577,duża ilość
778107,5907644004584,duża ilość
787885,5907644004607,duża ilość
778108,5907644004614,duża ilość
779921,5907644004621,duża ilość
783769,5907644004676,średnia ilość
783770,5907644004683,duża ilość
783768,5907644004690,duża ilość
783771,5907644004706,duża ilość
787887,5907644004713,duża ilość
779923,5907644004737,duża ilość
786736,5907644004744,duża ilość
786737,5907644004751,duża ilość
5902725,5907644004768,duża ilość
5907265,5907644004775,duża ilość
5902726,5907644004805,duża ilość
5902727,5907644004812,duża ilość
5902728,5907644004829,duża ilość
5902729,5907644004836,duża ilość
786375,5907644004867,duża ilość
5903455,5907644004874,duża ilość
786378,5907644004942,duża ilość
786379,5907644004959,duża ilość
786380,5907644004973,duża ilość
786381,5907644004980,duża ilość
779712,5907644005000,duża ilość
785537,5907644005017,duża ilość
787045,5907644005031,duża ilość
787046,5907644005048,średnia ilość
787360,5907644005116,duża ilość
787361,5907644005123,duża ilość
787373,5907644005147,mała ilość
5904049,5907644005154,średnia ilość
5904050,5907644005161,duża ilość
788472,5907644005178,średnia ilość
788473,5907644005185,średnia ilość
788476,5907644005246,średnia ilość
788477,5907644005253,średnia ilość
790790,5907644005321,duża ilość
5905350,5907644005345,duża ilość
787673,5907644005383,średnia ilość
783215,5907644005499,duża ilość
783216,5907644005505,duża ilość
783217,5907644005512,duża ilość
783218,5907644005529,duża ilość
783164,5907644005611,duża ilość
790368,5907644005703,duża ilość
5907192,5907644005734,duża ilość
790370,5907644005741,duża ilość
790371,5907644005758,duża ilość
5903284,5907644005802,duża ilość
5903285,5907644005819,duża ilość
5903286,5907644005826,duża ilość
5903287,5907644005833,duża ilość
5908381,5907644005840,duża ilość
5908382,5907644005857,duża ilość
5907081,5907644005864,brak
5907083,5907644005888,średnia ilość
5907085,5907644005901,mała ilość
5907086,5907644005918,średnia ilość
786074,5907644006120,średnia ilość
5912298,5905317670500,duża ilość
789398,5903858996653,duża ilość
5905764,5907644006380,duża ilość
5905737,5907644006403,duża ilość
5906936,5907644006410,duża ilość
5906937,5907644006434,duża ilość
5906938,5907644006441,duża ilość
5907944,5907644006458,średnia ilość
5907945,5907644006465,duża ilość
5907946,5907644006472,duża ilość
5908161,5907644006489,duża ilość
5908162,5907644006496,duża ilość
5908163,5907644006502,duża ilość
5908164,5907644006519,duża ilość
5908165,5907644006526,duża ilość
5908166,5907644006533,duża ilość
5908383,5907644006557,duża ilość
5909568,5907644006564,duża ilość
5909569,5907644006571,duża ilość
5909606,5907644006588,duża ilość
5910093,5907644006595,duża ilość
5910033,5907644006618,duża ilość
5910034,5907644006625,duża ilość
5910035,5907644006632,duża ilość
5912874,5907644006649,duża ilość
5910036,5907644006694,duża ilość
5910037,5907644006700,duża ilość
5910038,5907644006717,duża ilość
5910039,5907644006724,średnia ilość
5910040,5907644006731,duża ilość
5910726,5907644006748,duża ilość
5910727,5907644006755,brak
5911435,5907644006762,duża ilość
5911231,5907644006779,duża ilość
5911232,5907644006786,duża ilość
5911655,5907644006793,duża ilość
5911656,5907644006809,duża ilość
5911657,5907644006816,duża ilość
5911216,5907644006823,duża ilość
5912744,5907644006830,duża ilość
5912745,5907644006847,brak
5912746,5907644006854,duża ilość
5912747,5907644006861,duża ilość
5911512,5907644006878,brak
5911368,5907644006885,duża ilość
5912177,5907644006915,duża ilość
5912178,5907644006922,duża ilość
5912299,5907644006939,duża ilość
5912660,5907644006946,duża ilość
5912661,5907644006953,duża ilość
5912662,5907644006960,duża ilość
5912663,5907644006977,duża ilość
5913073,5907644006991,duża ilość
5914557,5907644007004,duża ilość
5914558,5907644007011,duża ilość
5913610,5907644007028,duża ilość
5913611,5907644007035,duża ilość
5913612,5907644007042,duża ilość
5913613,5907644007059,duża ilość
5913614,5907644007066,duża ilość
5913615,5907644007073,duża ilość
5913616,5907644007080,mała ilość
5913220,5907644007097,duża ilość
5913828,5907644007103,duża ilość
5914522,5907644007110,duża ilość
5913455,5907644007127,duża ilość
5914178,5907644007158,duża ilość
5914179,5907644007165,duża ilość
779708,5907644010424,duża ilość
9333,5907644010431,mała ilość
5907632,5907644010448,duża ilość
5907633,5907644010455,średnia ilość
790639,5907644011216,duża ilość
790640,5907644011230,duża ilość
790641,5907644011261,duża ilość
790642,5907644011285,duża ilość
12753,5907644000388,duża ilość
789339,5907644011322,duża ilość
789340,5907644011339,duża ilość
789341,5907644011346,duża ilość
789342,5907644011353,duża ilość
5914636,5907644011445,duża ilość
769513,5907644012312,duża ilość
769515,5907644012336,duża ilość
768546,5907644012367,średnia ilość
771559,5907644012381,duża ilość
772990,5907644012411,duża ilość
773006,5907644012480,duża ilość
781721,5907644012534,duża ilość
781974,5907644012565,średnia ilość
775963,5907644012800,mała ilość
5914523,5907644012848,duża ilość
761535,5907644013005,średnia ilość
25413,5907644013203,średnia ilość
782123,5907644015023,średnia ilość
782125,5907644015047,mała ilość
782126,5907644015054,średnia ilość
5907634,5907644015122,mała ilość
5907635,5907644015139,średnia ilość
4432,5907644016006,duża ilość
763127,5907644016402,mała ilość
5912512,5907644016624,duża ilość
5912513,5907644016631,duża ilość
5912514,5907644016648,średnia ilość
5912515,5907644016655,średnia ilość
5912516,5907644016662,średnia ilość
773899,5907644017447,średnia ilość
5913049,5907644009008,duża ilość
5914818,5907001942078,mała ilość
5911537,5904165688521,brak
5906886,5904165685667,brak
5906887,5904165685551,mała ilość
5906888,5904165685674,mała ilość
5906889,5904165685681,mała ilość
5908332,5904165687838,mała ilość
5908333,5904165687845,mała ilość
5914815,5907001941873,mała ilość
760623,5901571374215,średnia ilość
8261,5901571379821,średnia ilość
5903179,5904165684004,średnia ilość
760625,5901571374208,mała ilość
760624,5901571378749,mała ilość
789343,5904165683083,brak
789240,5904165683007,brak
789239,5904165683014,brak
791665,5904165684226,brak
791261,5904165684134,brak
791666,5904165684233,mała ilość
5914125,5907001941477,brak
5914126,5907001941484,brak
791262,5904165684127,mała ilość
5904970,5904165684981,brak
5904971,5904165684967,brak
5904972,5904165684974,brak
770994,5902605473171,mała ilość
770996,5902605473140,brak
5909785,5904165688699,brak
770997,5902605473133,mała ilość
5908872,5904165688705,brak
5913165,5907001940821,brak
777770,,mała ilość
778172,5902605477209,mała ilość
5911795,5904165689863,brak
5911796,5904165689870,brak
5908334,5904165686855,brak
5911797,5907001940357,brak
5911799,5907001940364,brak
5911800,5907001940388,brak
5911801,5907001940395,brak
791522,,mała ilość
791523,,mała ilość
5907746,5904165685902,średnia ilość
5903522,5904165684271,mała ilość
5903524,5904165684288,średnia ilość
787530,5904165682109,mała ilość
787532,5904165681843,mała ilość
787533,5904165681850,mała ilość
787534,5904165682123,duża ilość
5903519,5904165684257,duża ilość
5903526,5904165684295,mała ilość
5903528,5904165684325,średnia ilość
5906639,5904165685360,średnia ilość
5906640,5904165685377,średnia ilość
5906641,5904165685384,średnia ilość
5906642,5904165685391,średnia ilość
5906643,5904165685407,średnia ilość
5908401,5904165687678,średnia ilość
5908403,5904165687692,średnia ilość
5908404,5904165687708,duża ilość
5908405,5904165687715,średnia ilość
5910643,5904165689344,średnia ilość
5910644,5904165689351,mała ilość
5910645,5904165689368,mała ilość
5910646,5904165689375,średnia ilość
5911984,5907001940050,średnia ilość
5911985,5907001940067,duża ilość
5914832,5907001941767,duża ilość
5914833,5907001941774,duża ilość
5914834,5907001941781,duża ilość
5914835,5907001941750,duża ilość
5914836,5907001941279,duża ilość
5914837,5907001941286,duża ilość
5907743,5904165685872,duża ilość
5907744,5904165685889,średnia ilość
5907745,5904165685896,mała ilość
5908407,5904165687449,średnia ilość
5908408,5904165687456,średnia ilość
5914838,5907001941736,duża ilość
5914839,5907001941743,duża ilość
783467,5904165680297,brak
5903520,5904165684264,średnia ilość
782143,5902605479579,średnia ilość
787540,5904165682130,średnia ilość
787541,5904165681881,mała ilość
787542,5904165681898,średnia ilość
787526,5904165682178,duża ilość
5907747,5904165684431,mała ilość
5907748,5904165684448,mała ilość
5907749,5904165684455,średnia ilość
5907750,5904165684462,średnia ilość
5907751,5904165684479,mała ilość
5911220,5904165684509,średnia ilość
5907753,5904165685759,mała ilość
5907754,5904165685766,mała ilość
5907755,5904165685773,mała ilość
5907756,5904165685780,mała ilość
5907758,5904165685803,mała ilość
5908412,5904165687753,średnia ilość
5908413,5904165687760,mała ilość
5910647,5904165689467,średnia ilość
5910648,5904165689474,mała ilość
5910649,5904165689481,mała ilość
5911986,5907001940074,duża ilość
5911987,5907001940081,średnia ilość
5914773,5907001941828,duża ilość
5914774,5907001941835,duża ilość
5914775,5907001941842,średnia ilość
5914776,5907001941811,duża ilość
5914777,5907001941293,duża ilość
5914778,5907001941309,duża ilość
5907762,5904165685841,średnia ilość
5908415,5904165687395,mała ilość
5908416,5904165687401,mała ilość
5914779,5907001941798,duża ilość
5914780,5907001941804,duża ilość
5907757,5904165685797,mała ilość
5908409,5904165687722,mała ilość
5908410,5904165687739,brak
5908411,5904165687746,mała ilość
5907761,5904165685834,mała ilość
5907763,5904165685858,mała ilość
5907764,5904165685865,brak
5908740,5904165688453,mała ilość
5908741,5904165688460,mała ilość
5908743,5904165688484,mała ilość
5908744,5904165687807,brak
5908745,5904165687821,mała ilość
5908746,5904165687814,mała ilość
768655,5902605471573,brak
5906646,5904165685032,brak
5911333,5904165689030,mała ilość
5906112,5904165685148,mała ilość
5903650,5904165680709,brak
784729,5904165681294,duża ilość
912,5901571374253,brak
5914637,5907001941972,mała ilość
5911802,5907001940142,brak
5911803,5907001940159,brak
5909177,5904165688545,mała ilość
5906894,5904165685698,mała ilość
5906895,5904165685568,mała ilość
5906896,5904165685704,mała ilość
5906897,5904165685711,brak
5909178,5904165687913,mała ilość
5909179,5904165687920,brak
5914841,5907001941880,mała ilość
5911804,5907001940029,mała ilość
760617,5901571374376,mała ilość
5903180,5904165683793,mała ilość
5903181,5904165683809,brak
778981,5901571374369,brak
12950,5901571378732,mała ilość
5903182,5904165683816,brak
791481,5904165684080,brak
5911805,5904165689887,mała ilość
5911806,5904165689894,mała ilość
5911808,5904165689900,brak
788374,5904165682673,mała ilość
5908343,5904165686787,mała ilość
5909651,5904165688644,brak
5914466,5907001940920,mała ilość
5914467,5907001940937,mała ilość
5914468,5907001941057,mała ilość
5914469,5907001941064,brak
5909652,5904165688569,brak
5906898,5904165685636,mała ilość
5906899,5904165685544,mała ilość
5906900,5904165685643,mała ilość
5906901,5904165685650,brak
5908344,5904165687937,mała ilość
5908345,5904165687944,mała ilość
5914816,5907001942306,mała ilość
774894,5902605475670,mała ilość
5914817,5907001941897,mała ilość
5914819,5907001942085,mała ilość
5909787,5904165688798,brak
5909788,5904165688804,mała ilość
5909789,5904165688811,mała ilość
5909790,5904165688828,brak
5914561,5907001940203,mała ilość
5914562,5907001940210,mała ilość
5914563,5907001940227,mała ilość
5911809,5904165689917,brak
5911810,5904165689924,brak
5911812,5904165689931,brak
778939,5902605477674,mała ilość
778940,5902605477681,mała ilość
778941,5902605477698,mała ilość
778943,5902605477711,mała ilość
778944,,mała ilość
5910650,5904165689214,brak
5914127,5907001941507,brak
5910651,5904165689221,brak
5910652,5904165689238,brak
5910653,5904165689245,brak
5910654,5904165689252,brak
5910655,5904165689269,brak
5911813,5904165689948,mała ilość
5911814,5904165689955,mała ilość
5911815,5904165689962,mała ilość
5903470,5904165684578,brak
788409,5904165682826,mała ilość
5909791,5904165688996,brak
5909793,5904165689009,brak
5909792,5904165689016,mała ilość
5909794,5904165689023,mała ilość
5903472,5904165684592,brak
5914651,5907001942269,mała ilość
5914647,5907001942276,mała ilość
783371,5904165680013,mała ilość
5907939,5904165686701,mała ilość
5909653,5904165688620,mała ilość
5913166,5907001940944,mała ilość
5913167,5907001940951,mała ilość
5913168,5907001941071,mała ilość
5913141,5907001941088,mała ilość
5914638,5907001942016,mała ilość
5914642,5907001942023,mała ilość
783374,5904165680143,średnia ilość
786143,5904165680839,mała ilość
778629,,mała ilość
774899,5902605475533,mała ilość
774902,5902605475830,mała ilość
5914652,5907001942092,średnia ilość
5914648,5907001942108,średnia ilość
5914640,5907001942030,średnia ilość
5906906,5904165685612,średnia ilość
5906907,5904165685513,średnia ilość
5906908,5904165685520,brak
5906909,5904165685537,średnia ilość
5909537,5904165687302,mała ilość
5908398,5904165687319,brak
5912979,5907001941385,brak
5912980,5907001941392,mała ilość
5912981,5907001941408,mała ilość
5911816,5907001940173,mała ilość
5911817,5907001940180,mała ilość
5911818,5907001940197,średnia ilość
783388,5904165680099,brak
5909538,5904165686732,mała ilość
5909540,5904165688651,mała ilość
5912982,5907001940968,średnia ilość
5912983,5907001940975,mała ilość
5912984,5907001941095,mała ilość
5912985,5907001941101,średnia ilość
778986,5902605477018,średnia ilość
777281,5902605477025,mała ilość
777276,5902605477032,mała ilość
778932,,mała ilość
782150,5902605479555,brak
782149,5902605479548,mała ilość
5911988,5907001940098,brak
5911989,5907001940104,brak
5911830,5904165688491,duża ilość
5908606,5904165688507,duża ilość
5911832,5904165688514,mała ilość
5908305,5904165687777,mała ilość
5908306,5904165687784,brak
5908307,5904165687791,mała ilość
5908309,5904165687227,mała ilość
5908310,5904165687210,średnia ilość
5908311,5904165687234,mała ilość
5908312,5904165687241,mała ilość
5908313,5904165687203,brak
5908314,5904165687265,mała ilość
5908315,5904165687258,mała ilość
788403,5904165682079,średnia ilość
788419,5904165681812,mała ilość
788420,5904165682093,średnia ilość
5907769,5904165685957,średnia ilość
5907770,5904165685964,średnia ilość
5907771,5904165685971,brak
5907772,5904165685988,mała ilość
5908426,5904165687500,mała ilość
5908427,5904165687517,mała ilość
5903529,5904165684417,brak
5910901,5904165689337,brak
787560,5904165682048,średnia ilość
787561,5904165682055,brak
787562,5904165681768,mała ilość
787563,5904165681775,mała ilość
787564,5904165682062,średnia ilość
5903491,5904165684332,średnia ilość
5903492,5904165684349,średnia ilość
5903493,5904165684356,duża ilość
5903494,5904165684363,mała ilość
5903495,5904165684370,mała ilość
5903498,5904165684394,brak
5903499,5904165684400,średnia ilość
5906649,5904165685278,brak
5906651,5904165685285,brak
5906653,5904165685292,średnia ilość
5906654,5904165685308,mała ilość
5906655,5904165685315,średnia ilość
5906656,5904165685322,brak
5908417,5904165687623,mała ilość
5908418,5904165687630,brak
5908419,5904165687647,średnia ilość
5908420,5904165687654,średnia ilość
5908421,5904165687661,mała ilość
5910896,5904165689306,mała ilość
5910898,5904165689313,mała ilość
5910900,5904165689320,mała ilość
5911990,5907001940036,mała ilość
5911991,5907001940043,mała ilość
5914781,5907001941712,duża ilość
5914782,5907001941729,duża ilość
5914783,5907001941705,duża ilość
5914784,5907001941699,duża ilość
5914785,5907001941255,duża ilość
5914786,5907001941262,duża ilość
5907765,5904165685919,mała ilość
5907766,5904165685926,duża ilość
5907767,5904165685933,mała ilość
5907768,5904165685940,brak
5908423,5904165687470,mała ilość
5908424,5904165687487,duża ilość
5914787,5907001941675,duża ilość
5914840,5907001941682,duża ilość
783470,5904165680334,średnia ilość
5906910,5904165685728,brak
5906911,5904165685575,brak
5906912,5904165685735,brak
5906913,5904165685742,brak
22009,5901571374581,brak
6455,5901571374659,brak
763440,5901571374666,brak
790026,5904165683168,brak
782596,5902605479517,brak
5911410,5904165688033,mała ilość
5911411,5904165688040,brak
5911412,5904165688224,mała ilość
5914470,5904165687524,mała ilość
5914471,5904165687531,mała ilość
5905637,5904165685070,brak
789905,5904165683144,brak
5914820,5907001941941,mała ilość
5914639,5907001942054,mała ilość
5911819,5907001940692,mała ilość
5911820,5907001940708,mała ilość
5912813,5907001940715,mała ilość
5914650,5907001942139,mała ilość
5914646,5907001942146,mała ilość
5903476,5907001940661,mała ilość
790588,5904165683557,brak
5908347,5904165686817,brak
5909795,5904165688637,brak
5913142,5907001940982,mała ilość
5913143,5907001940999,mała ilość
5913144,5907001941118,mała ilość
5913145,5907001941125,mała ilość
5909180,5907001940722,mała ilość
5908348,5907001940739,mała ilość
5908349,5907001940746,mała ilość
5908350,5907001940753,mała ilość
5908351,5907001940760,mała ilość
5908352,5907001940777,mała ilość
5908353,5907001940784,mała ilość
5906914,5907001940593,mała ilość
5906915,5907001940609,mała ilość
5906916,5907001940616,mała ilość
5906917,5907001940623,mała ilość
5908354,5907001940630,mała ilość
5908355,5907001940647,mała ilość
5908356,5907001940654,brak
5903478,5907001940685,brak
5911821,5907001940791,mała ilość
5911822,5907001940807,mała ilość
5911823,5907001940814,mała ilość
779603,5902605478664,brak
779604,5902605478671,brak
779605,5902605478688,brak
5913504,5907001941316,brak
5913505,5907001941323,brak
5913506,5907001941330,brak
5913507,5907001941347,brak
5903479,5904165684608,brak
5903480,5904165684622,brak
5913508,5901571377179,brak
5913509,5907001940005,brak
5913510,5907001940012,brak
5913511,5904165686046,brak
5913512,5904165686053,mała ilość
5913513,5904165686060,mała ilość
5913514,5904165687364,brak
5911513,5904165688125,brak
5911514,5904165688156,brak
5911515,5904165688163,brak
5911516,5904165688170,brak
5911538,5904165688132,brak
5911539,5904165688149,brak
5914821,5907001941965,mała ilość
5914822,5907001942221,mała ilość
5914823,5907001942177,mała ilość
5914824,5907001942184,mała ilość
5905527,5904165684615,mała ilość
5910721,5904165684639,brak
5905528,5904165684653,brak
5903481,5904165684646,brak
5912187,5907001940265,brak
5912188,5907001940272,brak
5912189,5907001940289,brak
5911824,5901571372693,brak
5911825,5901571372761,mała ilość
5911826,5901571374338,brak
5913515,5907001941002,brak
5913516,5907001941019,brak
5913517,5907001941132,brak
5913518,5907001941149,brak
5909579,5904165688613,brak
5909580,5904165688057,brak
5912190,5904165688187,brak
5909581,5904165688064,brak
5909582,5904165688071,brak
5912191,5904165688200,brak
5912384,5904165688194,brak
5914825,5907001941958,mała ilość
5914826,5907001942207,mała ilość
5914827,5907001942214,mała ilość
5911155,5904165689498,brak
5911156,5904165689511,brak
5911157,5904165689535,brak
5910387,5904165685995,brak
5907291,5904165686008,brak
5907292,5904165686015,brak
5907293,5904165686022,brak
5910388,5904165687555,brak
5910389,5904165687562,brak
5910390,5904165687579,brak
5914828,5907001942153,mała ilość
5914829,5907001942160,mała ilość
5907294,5904165686275,brak
5907295,5904165686282,brak
5907296,5904165686299,brak
5907297,5904165686305,brak
783591,5904165680372,brak
790593,5904165683519,brak
790594,5904165683595,brak
5910392,5904165688675,brak
786457,5904165681041,mała ilość
774997,5902605478527,mała ilość
5909840,5904165689054,mała ilość
5909841,5904165689061,brak
5909842,5904165689078,brak
5905526,5904165685087,brak
789908,5904165683106,brak
5907303,5904165686206,brak
791531,5904165683977,brak
791532,5904165683984,brak
5910959,5904165688965,brak
5910960,5904165688972,brak
5910393,5904165686848,brak
5907300,5904165686411,brak
5907301,5904165686428,brak
5910394,5904165688682,brak
5907302,5904165686190,mała ilość
5910395,5904165687586,brak
5910396,5904165687593,brak
5910397,5904165687609,brak
5914830,5907001942283,mała ilość
5914831,5907001942290,mała ilość
5907306,5904165686114,brak
5907308,5904165686121,brak
5907309,5904165686138,brak
5907310,5904165686145,brak
5907305,5904165686220,brak
5907983,5904165686763,brak
5907304,5904165686213,brak
5907984,5904165686831,brak
5902892,5904165683700,mała ilość
5907643,5904165686640,mała ilość
5912986,5904165688248,brak
5912655,5904165688255,brak
5912656,5904165688118,brak
5912657,5904165688019,brak
5912658,5904165688026,brak
5912659,5904165688279,brak
5912987,5904165689092,mała ilość
5912988,5904165689108,mała ilość
5912989,5904165689115,mała ilość
3421,5907592169427,mała ilość
12439,5907592169441,mała ilość
778826,,brak
763546,,mała ilość
9561,5908249230637,brak
775565,,mała ilość
783118,,mała ilość
781005,,brak
781000,,brak
781003,,mała ilość
781002,,mała ilość
780994,,mała ilość
783249,,mała ilość
783247,,mała ilość
783248,,mała ilość
783272,,mała ilość
783284,,mała ilość
783282,,mała ilość
783288,,mała ilość
783291,,mała ilość
783294,,mała ilość
783299,,mała ilość
783302,,mała ilość
783305,,mała ilość
779392,5905375833497,mała ilość
22316,,mała ilość
793,,mała ilość
2146,,mała ilość
5908776,5905692300153,mała ilość
5908777,5905692300160,średnia ilość
5908778,5905692300177,średnia ilość
789554,,brak
788920,7640108050533,mała ilość
787223,7640108050687,mała ilość
16832,5907596459067,duża ilość
11844,5907596459012,brak
788697,8693461012150,średnia ilość
789207,8693461033360,mała ilość
788696,8693461073151,duża ilość
788698,8693461073168,duża ilość
5912185,8693461076046,mała ilość
5904719,8412896110442,mała ilość
5904716,8412896110459,mała ilość
5904718,,mała ilość
5904717,,mała ilość
5911295,5901811120664,mała ilość
5903386,5901811121661,mała ilość
5911174,5901811121692,mała ilość
790677,5901811122514,średnia ilość
5911173,5901811122521,mała ilość
5911176,5901811122873,mała ilość
5902849,5901811127205,mała ilość
787832,5901811128677,mała ilość
784428,5901811128875,duża ilość
784429,5901811128882,duża ilość
5911640,5901811130229,mała ilość
781288,5901811131240,brak
5909827,5901811131776,mała ilość
5909828,5901811131790,mała ilość
790699,5901811132490,średnia ilość
790702,5901811132506,mała ilość
5902847,5901811132513,średnia ilość
