Kodas,EAN,Likutis
JUG0258,8435418802205,54
JUG0313,8435418802755,26
150521,4041077200036,4
150519,4041077200210,11
150520,4041077200234,2
160171,4041077002579,16
BMBT-0005,817742022197,16
BMBT-WA,188561000186,25
BMLF-0003-EU,817742024122,13
BMLF-0005-EU,817742024146,18
BMLF-0014-EU,817742024214,81
BMPF-0002-EU,817742023958,27
BMPF-0003-EU,817742023965,17
BMPF-0032-EU,817742024313,1
BMPF-0084-EU,817742026669,15
BMPF-0047-EU,817742024061,1
38P3397,5055166351973,1
40P3568,5055166355186,17
43P6402,5055166357326,69
37P3097,5055166349970,36
43P6401,5055166357319,64
33P2103,5055166343534,2
40P3561,5055166355117,29
40P3563,5055166355131,5
40P3564,5055166355148,79
40P3587,5055166355377,10
39P3511,5055166353113,19
39P3517,5055166353175,38
38P3415,5055166352154,16
AR60294,8427614602949,12
AR60295,8427614602956,13
AR60296,8427614602963,1
AR60297,8427614602970,8
AR60298,8427614602987,1
YO51854,4260243451854,51
BN9987137,4019359871373,734
BN9987138,4019359871380,326
BN9987139,4019359871397,312
BN9987140,4019359871403,135
3287,5710409200912,11
YO51410,4260243451410,19
YO51427,4260243451427,24
3848,5710409105194,4
3406,5710409105484,20
3288,5710409200929,4
3286,5710409200905,14
7007,5710409105248,9
7008,5710409105255,68
7010,5710409105279,30
IG0293,4820148900293,143
IG0255,4820148900255,51
IG0118,4820148900118,19
IG0040,4820148900040,31
IG0323,4820148900323,40
IG0330,4820148900330,63
IG0347,4820148900347,3
IG0354,4820148900354,4
IG0361,4820148900361,4
580506,5712854401814,19
580504,5712854401777,98
580505,5712854401791,210
580503,5712854401753,49
580507,5712854401838,15
580501,5712854401715,42
SP42662,5060639145850,10
40P3571,5055166355216,38
LT071,5060272131913,42
LT109,5060272132699,2
LT124,5060272132750,19
LT151,5060272133191,10
LT150,5060272133160,20
27190,5712854375320,327
AR6061,8427614060619,1
AR6060,8427614060602,2
BMWG-0013,817742021558,7
BMWG-0022,817742024849,4
BMWG-CAT,188561000100,3
AR6014,8427614060145,9
AR60314,8427614603144,1
BN84053,4019359840539,13
160444,4041077005235,1
Y97033,8412906970332,1
Y97034,,10
Y97037,8412906970370,7
YO51861,4260243451861,41
3247,5710409200387,4
3289,5710409200943,6
3290,5710409200950,4
3292,5710409200974,6
3293,5710409200981,12
3387,5710409102766,6
3413,5710409201087,1
7011,5710409105613,4
7012,5710409105620,33
7013,5710409105941,38
3410,5710409201056,6
42P6317,5055166356473,4
40P3562,5055166355124,29
41P3644,5055166355940,31
37P3049,5055166349499,9
40P3550,5055166355001,17
36P2683,5055166348454,86
41P3652,5055166356022,74
40P3604,5055166355544,9
41P3649,5055166355995,3
41P3650,5055166356008,48
42P6354,5055166356848,1
42P6358,5055166356886,7
42P6351,5055166356817,9
YO50567,4260243450567,21
YO50536,4260243450536,5
YO50130,4260243450130,2
YO51588,4260243451588,8
YO51595,4260243451595,9
160815,4041077010802,18
160817,4041077010680,46
160816,4041077010659,31
160748,4041077010109,170
160819,4041077010741,25
160818,4041077010710,22
160820,4041077010772,7
160179,4041077002715,79
160359,4041077004467,13
160741,4041077009974,1
160742,4041077009981,2
160743,4041077009998,1
160517,4041077006065,8
AR60272,8427614602727,1
AR60652,8427614606527,3
AR191/D,8427614001919,5
B0833,6938242957032,485
B0632,6938242954024,116
B0523,6938242952938,58
MCP-CA,5060204030406,30
MCP-BB,5060204030208,90
MCP-PE,5060204030383,93
MCP-DI,5060204030369,60
42P6359,5055166356893,5
36P2685,5055166348478,16
110103,5425020500029,2
110112,5425020500036,1
110203,5425020500043,3
110212,5425020500050,3
111312,5425020500272,1
111403,5425020500685,2
111412,5425020500692,3
110412,5425020500074,1
110903,5425020500166,2
110912,5425020500173,16
110703,5425020500128,1
110712,5425020500135,2
111503,5425020500296,1
111512,5425020500302,1
110512,5425020500098,6
111003,5425020500180,1
111012,5425020500197,4
111103,5425020500203,1
111603,5425020500340,2
111610,5425020500357,1
110803,5425020500142,2
110812,5425020500159,1
115101,5425020500500,8
115301,5425020500524,8
LT159,5060272133443,27
LT164,5060272133511,36
210101,5425020500364,2
210301,5425020500401,4
210308,5425020500418,2
210601,5425020500463,3
210608,5425020500470,1
210701,5425020500487,2
210208,5425020500395,2
SP44259,5060639144259,52
SPgrafiti,5060639144723,18
38P3398,5055166351980,34
BN9086037,4019359860377,12
BN9086040,4019359860407,3
AR50618,8427614506186,16
YO51908,4260243451908,14
SP45263,5060639145263,25
SP44747,5060639144747,4
SP44754,5060639144754,2
SP44761,5060639144761,22
SP44785,5060639144785,8
SP44792,5060639144792,3
SP44808,5060639144808,3
SP44815,5060639144815,20
SP45744,5060639145744,22
BN88120,4019359881204,149
BN88264,4019359882645,16
BN83655,4019359836556,42
BN82739,4019359827394,5
BN82796,4019359827967,5
3423,5710409201209,277
3425,5710409201223,1
43P6385,5055166357159,11
43P6388,5055166357180,16
43P6387,5055166357173,35
43P6386,5055166357166,29
43P6396,5055166357265,6
43P6398,5055166357289,38
43P6397,5055166357272,58
43P6406,5055166357364,5
43P6409,5055166357395,1
43P6407,5055166357371,27
43P6399,5055166357296,15
43P6400,5055166357302,30
BN88263,4019359882638,39
BN88265,4019359882652,24
MCP-LB,5060204030123,14
LV1908,9790902171908,11
LV3009,9790706173009,14
LV3016,9790706173016,23
YO50154,4260243450154,2
37P3098,5055166349987,1
YO82338,4260243182338,16
YO51717,4260243451717,84
YO51496,4260243451496,25
YO51472,4260243451472,21
YO51489,4260243451489,40
YO51915,4260243451915,18
57474,5707167945230,354
212401,5425020500593,23
212301,5425020500609,46
43P6364,5055166356947,5
41P3661,5055166356114,1
41P3660,5055166356107,14
41P3659,5055166356091,3
43P6363,5055166356930,24
42P6321,5055166356510,10
44P6422,5055166357524,63
42P6340,5055166356701,27
40P3597,5055166355476,24
40P3600,5055166355506,9
42P6327,5055166356572,8
42P6331,5055166356619,31
37P3110,5055166350105,9
37P3111,5055166350112,7
42P6330,5055166356602,1
42P6328,5055166356589,9
39P3525,5055166353250,5
37P3105,5055166350051,3
39P3530,5055166353304,5
38P3437,5055166352376,2
44P6427,5055166357579,8
43P6361,5055166356916,5
42P6336,5055166356664,3
42P6337,5055166356671,9
42P6335,5055166356657,4
42P6338,5055166356688,3
40P3590,5055166355407,11
43P6375,5055166357050,3
43P6376,5055166357067,5
43P6374,5055166357043,9
43P6377,5055166357074,10
LT128,5060272132873,21
LT155,5060272133313,31
S-12025,4260350563099,57
S-12036,4260350563105,30
M-09001,4260350564577,24
M-09002,4260350564584,27
43P6404,5055166357340,66
38P3381,5055166351812,24
42P6357,5055166356879,29
41P3647,5055166355971,34
44P6442,5055166357722,15
44P6440,5055166357708,5
44P6452,5055166357821,2
44P6454,5055166357845,19
44P6455,5055166357852,38
44P6453,5055166357838,10
44P6433,5055166357630,44
44P6434,5055166357647,13
44P6435,5055166357654,38
44P6444,5055166357746,24
IG0446,4820148900446,115
IG0163,4820148900163,144
IG0071,4820148900071,12
IG0149,4820148900149,33
IG0460,4820148900460,10
IG0132,4820148900132,24
ITBCAM,3512610310006,8
ITBBAN,3512610210009,6
ITBSAV,3512610410003,6
CL0020,5200384502854,35
CL0019,5200384501505,2
CL0017,5200384501482,26
CL0004,5200384501543,28
CL0001,5200384501512,19
CL0005,5200384501550,9
CL0007,5200384530550,5
CL0012,5200384502830,6
ITNCDPE,3512610454427,109
ITNCDEC,3512610454458,66
ITB3+,3512610003618,19
ITB4+,3512610440000,6
ITB4+MAXI,3512610444008,9
ITB6+MAXI,3512610000051,4
ITBMDL,3512610314417,40
MDLZEN,3512610001546,13
ITBMDLMINI,3512610434443,22
MDLFLO,3512610125006,13
ITBCH,3512610331209,16
MLDEC,3512610045304,12
MLAND,3512610014409,7
MJMPS,3512610053149,43
MJMPF,3512610353119,36
MJMPV,3512610353126,12
JCER5001,3760077550019,1
MJAN00,3512610351405,1
ITB36AB,3512610361206,1
ITBMOSA,3512610100003,1
MJPA00,3512610351108,2
MJAL00,3512610000129,1
MJMV00,3512610353201,4
MJIL00,3512610000426,2
TRIA00,3512610000532,2
ACM1,3512610133018,1
MCP-PIDR,5060204032943,15
MCP-CF,5060204031557,15
MLTP-RB-PIDR-18-24,5060204032707,14
MLTP-RB-PIDR-2-3,5060204032721,14
MLTP-RB-PIDR-3-4,5060204032745,2
MLTP-RB-BB-18-24,5060204031809,5
MLTP-RB-BB-2-3,5060204031823,18
MLTP-RB-BB-3-4,5060204031847,13
BMBT-0004,817742022012,143
3910,5710409106894,26
3912,5710409106917,14
3913,5710409106924,23
3914,5710409106931,15
3915,5710409106948,40
3908,5710409106870,73
3907,5710409106863,61
SP45485,5060639145485,7
SP45522,5060639145522,17
SP45614,5060639145614,37
SP45621,5060639145621,22
SP45546,5060639145546,42
SP45553,5060639145553,45
PN60402,4779030060402,48
PN60396,4779030060396,35
SP42293,5060639142293,4
MCP-GRN-P,5060204032851,5
2175,5200384502175,6
2182,5200384502182,12
2199,5200384502199,12
2168,5200384502168,51
MLTP-PW-DI-18-24,5060204032103,7
MLTP-PW-DI-2-3,5060204032127,7
MLTP-PW-DI-3-4,5060204032141,5
160869,4041077011274,3
160873,4041077001077,1
AR12115,8427614121150,20
AR12114,8427614121143,79
AR6069,8427614060695,22
AR6362,8427614063627,2
AR6050,8427614060503,9
AR40622,8427614406226,15
AR40623,8427614406233,6
AR40624,8427614406240,17
3924,5710409107310,18
3925,5710409107327,106
3926,5710409107334,45
3927,5710409107341,43
4244,5710409105477,34
4264,5710409106825,63
4265,5710409106832,101
4246,5710409105590,483
4242,5710409105231,448
4241,5710409105224,98
4261,5710409106795,23
4262,5710409106801,27
4257,5710409106757,26
4258,5710409106764,11
4259,5710409106771,25
3918,5710409107129,13
3909,5710409106887,17
3430,5710409201278,23
3919,5710409107136,16
CH0002,5200384501062,61
CH0003,5200384501079,24
CH0004,5200384501086,17
CH0010,5200384501147,22
CH0024,5200384501284,10
CH0009,5200384501130,21
CH0011,5200384501154,49
CH0012,5200384501161,66
CH0013,5200384501178,48
CH0014,5200384501185,25
CH0015,5200384501192,23
CH0017,5200384501215,22
CH0020,5200384501246,19
CH0021,5200384501253,22
CH0022,5200384501260,29
CH0007,5200384501116,2
CH0023,5200384501277,29
CH0016,5200384501208,60
CH0019,5200384501239,21
CH0008,5200384501123,22
CH0006,5200384501109,55
CH1003,5200384501383,9
CH1004,5200384501390,36
CH1000,5200384501369,27
CH1002,5200384501376,18
BN9986096,4019359860964,511
BN82814,4019359828148,6
YO50444,4260243450444,24
YO62061,4260243262061,22
PN60228,4779030060228,25
3765,5710409102858,237
3929,5710409107587,64
3931,5710409107600,3
4287,5710409107563,635
4286,5710409107556,88
4285,5710409107549,23
4284,5710409107532,688
3932,5710409107617,18
3933,5710409107624,20
3923,5710409107235,10
YO50147,4260243450147,1
YO50086,4260243450086,3
51024,5712854027731,147
42P6342,5055166356725,13
YO50208,4260243450208,3
4243,5710409105415,125
BN9086023-1,4019359860230,12
PN60365,4779030060365,75
42P6329,5055166356596,7
4238,5710409104739,114
J10117,650726210117,54
J10780,650726210780,126
J10353,650726210353,45
J80694,753068880694,19
J80717,753068880717,2
J38959,617762138959,5
J10063,650726210063,1
J80380,753068880380,35
J80397,753068880397,12
J80311,753068880311,72
J80342,753068880342,45
J80359,753068880359,41
L2174,3550839921740,16
L2222,3550839922228,17
L2224,3550839922242,16
L2781,3550839927810,11
L3452,3550839934528,13
L3455,3550839934559,26
L10014,3550833100141,1
L20005,3550833200056,2
L20012,3550833200124,2
L20015,3550833200155,4
L20018,3550833200186,7
L30008,3550833300084,13
L30012,3550833300121,12
L30021,3550833300213,4
L30022,3550833300220,5
L30038,3550833300381,8
L30054,3550833300541,3
L30055,3550833300558,7
L30065,3550833300657,7
L30111,3550833301111,27
L30112,3550833301128,24
L30113,3550833301135,36
L30122,3550833301227,46
L30125,3550833301258,11
L40009,3550833400098,16
L40058,3550833400586,21
L40059,3550833400593,10
L40061,3550833400616,10
L40071,3550833400715,25
L40073,3550833400739,17
L90035,3550833900352,15
L90037,3550833900376,27
L90105,3550833901052,7
YO-895,,1
L90107,3550833901076,2
L30078,3550833300787,8
L90104,3550833901045,7
L90101,3550833901014,4
L30089,3550833300893,4
L30074,3550833300749,40
L30076,3550833300763,4
L30088,3550833300886,19
L30087,3550833300879,20
L30091,3550833300916,21
L30099,3550833300992,33
SP46383,5060639146383,20
SP46369,5060639146369,36
L30043,3550833300435,44
L30093,3550833300930,92
L30095,3550833300954,40
L40064,3550833400647,8
L30092,3550833300923,31
L90006,3550833900062,2
L30068,3550833300688,9
4277,5710409106726,33
4278,5710409106733,64
4279,5710409106740,78
4280,5710409107280,68
46P6536,5055166358750,3
AR24575,8427614245757,3
AR50729,8427614507299,12
3928,5710409107419,30
40315,3760039940315,68
SP46017,5060639146017,41
SP46000,5060639146000,141
SP45997,5060639145997,58
SP45980,5060639145980,16
BM0658,5200384503813,95
SN3912,5200384503912,8
IG0385,4820148900385,118
IG0422,4820148900422,48
IG0514,4820148900514,54
IG0477,4820148900477,16
IG0439,4820148900439,149
KT5379WBE,4779030060105,170
KT5379WSR,4779030060426,108
KT5379WBK,4779030060433,181
KT5379WWE,4779030060440,201
KT5393WYW,4779030060457,265
KT5393WOE,4779030060464,215
KT5393WGY,4779030060471,284
KT5393WWE,4779030060488,297
KT5422WRD,4779030060495,163
KT5422WBE,4779030060501,245
KT5422WYW,4779030060518,114
KT5422WBK,4779030060525,216
KT5436WRD,4779030060532,231
KT5436WBE,4779030060549,30
KT5436WBK,4779030060556,161
KT5436WWE,4779030060563,189
KT5437WRD,4779030060570,163
KT5437WBE,4779030060587,109
KT5437WYW,4779030060594,91
KT5437WWE,4779030060600,202
KT5442WRD,4779030060617,15
KT5442WBE,4779030060624,242
KT5442WYW,4779030060631,211
47P5970,5055166359702,17
47P5973,5055166359733,12
46P6519,5055166358583,18
46P6517,5055166358569,6
44P6438,5055166357685,29
43P6394,5055166357241,24
47P5962,5055166359627,7
47P5960,5055166359603,21
47P5961,5055166359610,17
47P5955,5055166359559,28
47P5954,5055166359542,43
KT5442WWE,4779030060648,257
3946,5710409108126,320
3947,5710409108133,53
3948,5710409108140,53
3949,5710409108157,8
4304,5710409108607,34
4305,5710409108614,64
L30096,3550833300961,13
YO-939,,1
YO-328,YO-328,2
4283,5710409107525,98
4282,5710409107518,536
HE001,5200384504100,72
HE002,5200384504117,128
3443,5710409201391,26
L40018,3550833400180,9
MLSS-BLU-P,5060204033339,2
MLSS-GRN-P,5060204033315,8
MLSS-PIN-P,5060204033353,5
MLSS-CA,5060204030598,8
MLSS-DI,5060204030611,7
MLSS-LB,5060204030567,12
MLSS-PIDR,5060204032967,8
MLTS-PIN-P,5060204033278,6
MLTS-CA,5060204030758,5
MLTS-DI,5060204030772,2
MLTS-LB,5060204030727,10
MLTS-PIDR,5060204032950,4
ITNM6,3512610454366,35
ITNM4,3512610454342,30
ITN3BASIC,3512610045434,29
ITN4BASIC,3512610045441,34
ITN6BASIC,3512610045465,29
ITN3MAXI,3512610454335,19
ITN4MAXI,3512610454434,8
ITN6MAXI,3512610454632,21
ITBMDLSCO,3512610003144,2
3486,5710409201803,111
3485,5710409201797,213
3487,5710409201810,84
3964,5710409108850,13
SP46604,5060639146604,42
SP46659,5060639146659,20
SP46611,5060639146611,16
SP46635,5060639146635,26
SP46628,5060639146628,25
SP46024,5060639146024,92
SP46086,5060639146086,142
SP46147,5060639146147,41
41510,3760039941510,43
47P5988,5055166359887,17
46P6555,5055166358941,23
47P5982,5055166359825,4
47P5980,5055166359801,17
48P6036,5055166360364,65
48P6037,5055166360371,20
46P6524,5055166358637,99
46P6552,5055166358910,39
45P6491,5055166358309,9
45P6489,5055166358286,17
48P6016,5055166360166,4
48P6019,5055166360197,1
48P6017,5055166360173,1
45P6504,5055166358439,51
45P6507,5055166358460,52
45P6506,5055166358453,107
45P6508,5055166358477,40
L30084,3550833300848,14
L30090,3550833300909,3
L30102,3550833301029,33
L30103,3550833301036,1
L30114,3550833301142,1
L30121,3550833301210,10
L30136,3550833301364,12
L30500,3550833305003,10
L40065,3550833400654,2
L40077,3550833400777,5
L40079,3550833400791,28
L40081,3550833400814,13
L40082,3550833400821,5
L40083,3550833400838,14
L40085,3550833400852,5
L90110,3550833901106,3
3491,5710409201858,4
3489,5710409201834,21
3962,5710409108836,36
3963,5710409108843,62
4315,5710409108799,81
4316,5710409108805,98
4310,5710409108713,702
3965,5710409108867,102
3966,5710409108874,92
5162,5710409109000,63
AR60798,8427614607982,5
AR60799,8427614607999,2
AR60834,8427614608347,6
AR60835,8427614608354,10
AR60836,8427614608361,12
AR98105,8427614981051,3
AR98121,8427614981211,1
AR98144,8427614981440,2
AR98172,8427614981723,2
AR98169,8427614981693,2
AR60818,8427614608187,67
AR60780,8427614607807,46
AR60832,8427614608323,7
AR50812,8427614508128,1
AR65369,8427614653699,2
AR65374,8427614653743,1
AR65347,8427614653477,22
AR65348,8427614653484,4
AR60787,8427614607876,1
AR60820,8427614608200,7
AR60825,8427614608255,2
AR60754,8427614607548,1
AR65344,8427614653446,5
SP71003,2780015671003,126
SP71454,2780015671454,313
SP40916,5060639140916,244
SP71492,2780015671492,26
SP44365,5060639144365,138
SP47700,5060639147700,69
SP71539,2780015671539,77
SP46680,5060639146680,15
SP46673,5060639146673,20
SP46703,5060639146703,14
SP46727,5060639146727,9
4108,5710409103466,3
4107,5710409103459,8
3382,5710409100779,2
3380,5710409100755,2
3383,5710409100786,1
LT036,5060272130763,3
3740,5710409101998,1
6028,5200384516028,169
LS-M04001,4260350560111,3
LS-M04006,4260350560166,1
LS-M04008,857598005005,2
LS-M04009,857598005012,6
BN88110,4019359881105,2
BN88048,4019359880481,59
BN81036,4019359810365,1
BN84148,4019359841482,4
PN60273,4779030060273,838
PN60129,4779030060129,660
8084,5200384518084,1
4188,5710409104258,21
3841,5710409104982,2
3839,5710409104876,2
160246,4041077003347,1
160086,4041077002227,5
BMBT-DO,718856156894,3
BMDF-0001,817742021176,2
BMPF-0044-EU,817742023972,2
40P3609,5055166355599,1
40957,3760039940957,74
AR60278,8427614602789,1
AR98056,8427614980566,1
3840,5710409104975,1
BMWG-0002,817742020384,2
3404,5710409105385,5
B0837,6938242957070,87
B0750,6938242956004,9
MCP-FO,5060204030529,29
IG0316,4820148900316,6
43P6389,5055166357197,28
MCP-CO,5060204030116,11
42P6319,5055166356497,3
42P6322,5055166356527,15
44P6436,5055166357661,11
IG0194,4820148900194,71
ITBANI,3512610140009,8
ITNCDLA,3512610454359,110
MCP-BLU-P,5060204030178,20
PN60389,4779030060389,3
AR40605,8427614406059,1
B0538,6938242953089,100
B0550,6938242953102,28
B0576,6938242953362,201
AR98118,8427614981181,3
3448,5710409201421,4
SP45973,5060639145973,56
IG0507,4820148900507,49
HE003,5200384504124,124
IG0606,4820148900606,98
977554,5712854626620,77
47P5979,5055166359795,11
L40078,3550833400784,7
L90112,3550833901120,1
AR40852,8427614408527,4
AR40853,8427614408534,23
AR40856,8427614408565,7
AR40870,8427614408701,5
AR40871,8427614408718,20
AR40872,8427614408725,18
MT7101,191856071013,7
MT7102,191856071020,31
MT7103,191856071037,40
MT7105,191856071051,210
MT7106,191856071068,218
MT7107,191856071075,44
MT7108,191856071082,61
MT7111,191856071112,69
MT7112,191856071129,172
MT7113,191856071136,93
MT7116,191856071167,37
MT7117,191856071174,137
MT7118,191856071181,8
MT7119,191856071198,8
MT7120,191856071204,58
MT7201,191856072010,46
MT7202,191856072027,171
MT7204,191856072041,58
MT7205,191856072058,140
MT7206,191856072065,196
MT7304,191856073048,18
MT7305,191856073055,215
MT7306,191856073062,2
MT7308,191856073086,10
MT7309,191856073093,199
MT7312,191856073123,181
MT7401,191856074014,47
MT7402,191856074021,58
MT7403,191856074038,63
MT7404,191856074045,60
MT7405,191856074052,62
MT7406,191856074069,15
MT7408,191856074083,17
MT7411,191856074113,257
MT7415,191856074151,7
MT7417,191856074175,159
MT7503,191856075035,17
MT7505,191856075059,11
MT7506,191856075066,15
MT7511,191856075110,167
MT7512,191856075127,78
MT7513,191856075134,316
MT7532,191856075325,17
MT7631,191856076315,59
MT7632,191856076322,210
MT7651,191856076513,202
MT7701,191856077015,8
MT7742,191856077428,180
MT7743,191856077435,180
MT7901,191856079019,14
MT7902,191856079026,7
MT7904,191856079040,25
MT7913,191856079132,96
MT7918,191856079187,194
MT7919,191856079194,44
MT7933,191856079330,22
MT7935,191856079354,7
MT7941,191856079415,5
MT7971,191856079712,1
MCP-BS-PI,5060204030161,31
MCP-PL-GR,5060204030703,35
4940,5200384504940,10
4896,5200384504896,30
4780,5200384504780,30
